event_id,timestamp,usuario,tipo_evento,status
EVT-1336,2026-05-05 21:30:20,carolinacardoso,DOWNLOAD,PENDENTE
EVT-1337,2026-05-13 03:23:20,agathajesus,RESET_SENHA,PENDENTE
EVT-1338,2026-04-27 20:27:20,santosemanuelly,RESET_SENHA,FALHA
EVT-1339,2026-04-23 16:32:20,icardoso,ALTERACAO_DADOS,FALHA
EVT-1340,2026-04-14 08:44:20,beniciopereira,COMPRA,FALHA
EVT-1341,2026-04-18 14:15:20,qsales,PAGAMENTO,FALHA
EVT-1342,2026-04-30 06:42:20,bda-cunha,ERRO_API,SUCESSO
EVT-1343,2026-05-06 06:15:20,joao-lucasdias,LOGIN,FALHA
EVT-1344,2026-05-02 21:42:20,souzaluna,UPLOAD,SUCESSO
EVT-1345,2026-04-19 00:50:20,nogueiraantonio,LOGOUT,SUCESSO
EVT-1346,2026-05-01 17:22:20,enzoduarte,ERRO_API,FALHA
EVT-1347,2026-04-19 12:05:20,sofia58,CADASTRO,PENDENTE
EVT-1348,2026-05-12 06:21:20,zmoura,COMPRA,PENDENTE
EVT-1349,2026-04-13 11:47:20,agathaoliveira,CADASTRO,SUCESSO
EVT-1350,2026-04-26 20:39:20,cardosoamanda,DOWNLOAD,SUCESSO
EVT-1351,2026-05-12 09:43:20,brunooliveira,DOWNLOAD,FALHA
EVT-1352,2026-05-03 02:26:20,barrospedro-henrique,PAGAMENTO,SUCESSO
EVT-1353,2026-05-10 05:30:20,da-motacarlos-eduardo,DOWNLOAD,FALHA
EVT-1354,2026-04-15 08:37:20,maria-ceciliasantos,CADASTRO,FALHA
EVT-1355,2026-05-08 08:40:20,heitorviana,ERRO_API,PENDENTE
EVT-1356,2026-05-07 20:36:20,franciscoda-costa,RESET_SENHA,PENDENTE
EVT-1357,2026-05-03 12:13:20,fernandesluiz-miguel,UPLOAD,SUCESSO
EVT-1358,2026-04-17 10:19:20,cardosokaique,ERRO_API,PENDENTE
EVT-1359,2026-05-13 05:42:20,luiz-felipe33,PAGAMENTO,FALHA
EVT-1360,2026-04-16 17:00:20,stephanymelo,LOGIN,FALHA
EVT-1361,2026-04-18 07:20:20,levi30,ALTERACAO_DADOS,FALHA
EVT-1362,2026-04-09 15:29:20,gabrielly73,LOGOUT,PENDENTE
EVT-1363,2026-04-13 18:37:20,ana-laura90,COMPRA,SUCESSO
EVT-1364,2026-05-05 15:53:20,lorenapinto,ALTERACAO_DADOS,SUCESSO
EVT-1365,2026-04-10 09:59:20,ana-beatrizporto,LOGIN,SUCESSO
EVT-1366,2026-04-26 21:14:20,rlopes,PAGAMENTO,FALHA
EVT-1367,2026-04-17 13:12:20,dfarias,RESET_SENHA,PENDENTE
EVT-1368,2026-05-09 10:34:20,hnunes,DOWNLOAD,SUCESSO
EVT-1369,2026-05-04 11:55:20,duarteeloah,LOGIN,FALHA
EVT-1370,2026-04-15 22:05:20,clara21,ERRO_API,FALHA
EVT-1371,2026-04-25 09:04:20,duartebruna,RESET_SENHA,PENDENTE
EVT-1372,2026-04-14 03:23:20,mendesnathan,LOGOUT,FALHA
EVT-1373,2026-04-25 11:55:20,da-cunhaleandro,RESET_SENHA,SUCESSO
EVT-1374,2026-04-11 09:15:20,mariane57,PAGAMENTO,PENDENTE
EVT-1375,2026-04-27 09:09:20,ferreiragiovanna,CADASTRO,PENDENTE
EVT-1376,2026-04-26 06:54:20,davi40,DOWNLOAD,SUCESSO
EVT-1377,2026-05-03 19:49:20,correiaisabelly,LOGOUT,SUCESSO
EVT-1378,2026-05-02 07:05:20,enzo-gabrielrocha,CADASTRO,SUCESSO
EVT-1379,2026-04-15 13:12:20,pfogaca,DOWNLOAD,FALHA
EVT-1380,2026-05-12 23:57:20,fcostela,ERRO_API,FALHA
EVT-1381,2026-04-27 12:10:20,fda-cunha,LOGIN,PENDENTE
EVT-1382,2026-04-27 23:52:20,correiaemilly,LOGOUT,FALHA
EVT-1383,2026-04-13 07:21:20,davi-lucca91,ERRO_API,FALHA
EVT-1384,2026-05-05 12:32:20,caio22,RESET_SENHA,FALHA
EVT-1385,2026-04-24 10:52:20,thomasda-rosa,UPLOAD,SUCESSO
EVT-1386,2026-04-14 09:03:20,cardosojoao-gabriel,LOGIN,SUCESSO
EVT-1387,2026-04-18 18:37:20,sophia58,RESET_SENHA,PENDENTE
EVT-1388,2026-04-18 11:33:20,maitefreitas,CADASTRO,FALHA
EVT-1389,2026-05-10 02:18:20,stephany64,RESET_SENHA,PENDENTE
EVT-1390,2026-04-22 22:41:20,srezende,ALTERACAO_DADOS,SUCESSO
EVT-1391,2026-04-13 12:27:20,cardosoluiz-gustavo,UPLOAD,PENDENTE
EVT-1392,2026-04-09 13:51:20,catarinanogueira,LOGOUT,FALHA
EVT-1393,2026-04-11 08:12:20,alicesouza,ALTERACAO_DADOS,FALHA
EVT-1394,2026-04-24 11:36:20,marianapinto,ALTERACAO_DADOS,PENDENTE
EVT-1395,2026-05-05 14:04:20,dnogueira,COMPRA,SUCESSO
EVT-1396,2026-04-22 11:46:20,fogacamaite,CADASTRO,PENDENTE
EVT-1397,2026-04-18 19:54:20,dpeixoto,LOGOUT,SUCESSO
EVT-1398,2026-05-13 09:52:20,carvalhojoao-pedro,LOGIN,SUCESSO
EVT-1399,2026-05-04 04:39:20,joao-guilhermeda-rosa,RESET_SENHA,SUCESSO
